userId,itemId,rating
51,28223,10.0
51,28999,7.0
51,30015,10.0
51,31240,9.0
51,31765,8.0
51,31964,9.0
51,32281,9.0
51,32729,9.0
51,32949,4.0
51,32995,9.0
51,33352,9.0
51,33486,9.0
51,33674,7.0
51,34240,9.0
51,34618,10.0
51,34822,9.0
51,35790,9.0
51,36474,10.0
51,37450,9.0
51,37779,10.0
51,38691,10.0
52,10620,6.0
52,12189,10.0
52,14345,8.0
52,14813,9.0
52,16742,8.0
52,19815,9.0
52,20787,7.0
52,22199,8.0
62,245,10.0
62,339,9.0
62,387,10.0
62,578,10.0
62,889,9.0
62,1195,7.0
62,1210,9.0
62,5081,10.0
62,5682,9.0
62,6594,9.0
62,7054,8.0
62,7724,9.0
62,8074,9.0
62,8425,8.0
62,8769,8.0
62,9989,8.0
62,10087,8.0
62,10162,10.0
62,10620,8.0
62,10719,7.0
62,11741,10.0
62,12355,10.0
62,13601,10.0
62,13759,9.0
62,14741,9.0
66,934,8.0
66,2251,10.0
66,2904,7.0
66,4181,9.0
66,9989,8.0
66,11757,5.0
66,13601,8.0
66,13759,7.0
66,14741,8.0
66,22789,9.0
75,19,10.0
75,387,9.0
75,877,9.0
75,4181,6.0
75,6045,9.0
77,19,10.0
77,30,5.0
77,820,10.0
77,4081,8.0
77,4898,4.0
77,5630,7.0
77,6746,7.0
77,7724,6.0
77,7785,10.0
77,8074,3.0
77,11757,2.0
77,12189,5.0
77,21881,3.0
77,30276,8.0
77,31964,7.0
77,32998,7.0
77,33486,9.0
80,6045,8.0
80,7785,10.0
80,8074,8.0
80,8425,4.0
80,8795,3.0
80,9756,10.0
80,10087,10.0
80,10163,5.0
80,10719,5.0
80,22199,2.0
80,28121,2.0
82,1887,9.0
82,4181,10.0
105,356,6.0
105,849,9.0
105,1575,9.0
105,2167,8.0
105,2904,8.0
105,4181,10.0
105,4224,9.0
105,4382,5.0
105,5081,9.0
105,5680,8.0
105,7311,10.0
105,9253,10.0
105,9756,9.0
105,9989,9.0
105,10087,9.0
105,10793,7.0
105,11741,9.0
105,11757,9.0
105,11887,9.0
105,12189,9.0
105,13759,9.0
105,14741,8.0
105,14813,9.0
105,15037,8.0
105,15051,8.0
105,16067,8.0
105,17265,4.0
105,18153,8.0
105,18897,8.0
105,21881,8.0
105,22199,7.0
105,22297,9.0
105,22729,7.0
105,23289,9.0
105,24765,8.0
105,27775,7.0
105,28623,6.0
105,28999,7.0
105,29803,8.0
105,31240,10.0
105,31798,8.0
105,31859,8.0
105,31964,9.0
105,32438,3.0
105,32729,8.0
111,853,9.0
111,1887,9.0
111,4081,10.0
111,9989,9.0
111,11757,4.0
111,12355,9.0
111,14741,4.0
111,25013,9.0
111,30123,9.0
120,918,10.0
120,5081,9.0
120,5680,8.0
120,9756,7.0
120,22135,8.0
120,29803,10.0
120,31646,7.0
120,34134,8.0
120,35120,7.0
120,37450,5.0
120,37520,7.0
120,38000,7.0
121,1,10.0
121,205,10.0
121,849,8.0
121,1210,10.0
121,1887,8.0
121,4382,8.0
121,5680,10.0
121,7311,10.0
121,7785,10.0
121,9253,10.0
121,12189,10.0
121,21603,10.0
121,31964,8.0
121,34382,7.0
122,5680,9.0
122,9756,5.0
122,10408,8.0
122,18153,9.0
122,28223,10.0
122,33352,9.0
122,34382,7.0
122,34497,7.0
122,34561,8.0
122,35062,10.0
122,35839,8.0
125,820,10.0
125,2476,9.0
125,4224,10.0
125,5081,10.0
125,5680,9.0
125,6746,10.0
125,9253,10.0
125,9756,10.0
125,9989,9.0
125,10165,10.0
125,24833,9.0
125,30831,10.0
125,32281,8.0
125,33206,9.0
127,121,5.0
127,2167,7.0
127,4224,10.0
127,5680,7.0
127,12355,3.0
127,13601,6.0
127,17265,6.0
127,20787,6.0
127,30484,4.0
132,1195,7.0
132,1210,9.0
132,1535,9.0
132,1887,8.0
132,2993,8.0
132,4224,10.0
132,4382,7.0
132,5680,8.0
132,7311,10.0
132,7724,8.0
132,8074,8.0
132,8769,8.0
132,9253,10.0
132,9989,8.0
132,10620,8.0
132,11887,8.0
132,12189,8.0
132,13601,10.0
132,13759,9.0
132,14741,8.0
132,15583,8.0
132,16067,9.0
132,16592,7.0
132,16742,6.0
132,17895,7.0
132,18679,10.0
132,18897,8.0
132,19815,8.0
132,21881,9.0
132,22319,8.0
132,23281,6.0
132,23283,10.0
132,24833,9.0
132,28825,7.0
132,31964,8.0
132,32281,9.0
132,33206,8.0
132,33486,9.0
137,578,8.0
137,5680,7.0
137,6880,8.0
137,9989,9.0
137,10620,10.0
137,10719,7.0
137,11111,7.0
137,11285,7.0
137,11887,8.0
137,14345,7.0
137,15315,8.0
137,16742,6.0
137,21995,6.0
137,22199,8.0
137,22319,8.0
137,28825,8.0
137,30276,9.0
137,31964,8.0
145,849,8.0
145,2167,7.0
145,4382,5.0
145,5081,9.0
145,5680,7.0
145,9756,10.0
145,14513,5.0
145,14813,7.0
145,21881,8.0
145,25397,1.0
145,27775,6.0
145,28171,8.0
160,245,8.0
160,934,10.0
160,1195,7.0
160,1887,7.0
160,2476,3.0
160,2993,4.0
160,5081,10.0
160,5680,7.0
160,8074,9.0
160,8769,6.0
160,8861,9.0
160,9253,10.0
160,9756,10.0
160,10620,9.0
160,11285,9.0
160,11843,7.0
160,16592,9.0
160,16742,4.0
160,18679,8.0
160,19815,8.0
160,24765,8.0
160,27775,8.0
160,28121,8.0
160,28171,8.0
160,28223,8.0
160,28497,8.0
160,28825,7.0
160,28999,6.0
160,29803,8.0
160,30123,5.0
160,30240,8.0
171,5680,10.0
172,5680,8.0
172,23289,9.0
180,30,4.0
180,820,10.0
180,5680,5.0
180,8769,6.0
180,10719,6.0
180,15315,5.0
180,28121,5.0
180,30831,8.0
180,33206,3.0
187,5680,9.0
187,8769,7.0
195,1,7.0
195,47,10.0
195,121,8.0
195,226,4.0
195,227,10.0
195,413,1.0
195,431,9.0
195,578,10.0
195,777,8.0
195,1535,10.0
195,1575,9.0
195,2167,7.0
195,2904,10.0
195,4181,10.0
195,4224,8.0
195,4898,5.0
195,5081,9.0
195,5114,10.0
195,5680,5.0
195,7785,10.0
195,14345,5.0
195,15037,3.0
195,32281,7.0
217,150,8.0
217,227,9.0
217,3731,7.0
217,5680,8.0
220,2924,9.0
220,4181,10.0
220,5680,8.0
220,7311,10.0
220,11757,8.0
220,13759,9.0
220,32901,6.0
221,4224,9.0
221,5680,6.0
221,11757,5.0
221,13759,9.0
221,32281,9.0
231,1575,10.0
231,5680,8.0
231,9756,9.0
231,11757,9.0
231,16742,6.0
231,17265,8.0
231,19815,8.0
231,23283,9.0
231,28223,9.0
231,28497,9.0
241,4224,8.0
241,5680,9.0
246,269,5.0
246,849,3.0
246,1604,5.0
246,2001,5.0
246,5680,10.0
246,5682,10.0
246,7311,9.0
246,7724,9.0
246,9756,9.0
246,11757,5.0
247,1639,3.0
247,2167,9.0
247,4181,10.0
247,5680,9.0
247,11757,7.0
252,33,8.0
252,889,8.0
252,5680,5.0
252,19815,5.0
272,30,6.0
272,47,9.0
272,121,9.0
272,339,10.0
272,1292,4.0
272,2251,9.0
272,5114,9.0
272,11771,6.0
272,19815,8.0
272,20583,8.0
272,22199,5.0
272,22319,7.0
272,28497,4.0
272,29803,7.0
272,30831,8.0
272,32281,9.0
272,33486,8.0
272,35062,8.0
272,35120,8.0
276,32,10.0
276,384,9.0
281,237,8.0
281,877,9.0
281,2034,4.0
281,2966,9.0
281,5680,8.0
281,6045,8.0
281,10162,9.0
281,10165,8.0
281,11111,6.0
281,14345,3.0
281,14513,7.0
281,15051,7.0
281,15315,5.0
281,15809,6.0
281,16742,8.0
281,19315,1.0
281,21881,7.0
281,22135,10.0
281,22199,4.0
281,22297,7.0
281,22319,6.0
281,22729,7.0
281,23281,6.0
281,23283,7.0
281,23289,9.0
281,24765,7.0
281,24833,3.0
281,25013,7.0
281,25397,2.0
281,27775,6.0
281,27899,1.0
281,28121,4.0
281,28171,8.0
281,28223,6.0
281,28497,8.0
281,28623,4.0
281,28825,6.0
281,28999,3.0
281,29803,4.0
281,30015,5.0
281,30123,7.0
281,30240,7.0
281,30276,7.0
281,30296,8.0
281,30654,3.0
281,30831,9.0
281,31240,8.0
281,31646,10.0
281,31765,6.0
281,31798,6.0
281,31859,6.0
281,31964,7.0
281,32182,7.0
281,32438,3.0
281,32729,5.0
281,32901,3.0
281,32949,7.0
281,32995,4.0
281,32998,7.0
281,33206,7.0
281,33486,8.0
281,33487,4.0
281,33489,8.0
281,34599,9.0
281,34618,6.0
281,34662,5.0
281,34822,9.0
281,34933,7.0
281,36038,6.0
286,237,10.0
286,2924,8.0
286,4382,7.0
286,5680,9.0
286,6045,9.0
286,10165,10.0
286,11757,7.0
286,12189,9.0
286,20785,8.0
286,21881,6.0
286,23289,9.0
286,25013,8.0
286,28999,8.0
286,30123,8.0
286,30831,9.0
286,31859,9.0
286,33206,9.0
286,33352,8.0
286,34798,9.0
286,35839,10.0
296,20,7.0
296,21,9.0
296,269,9.0
296,5680,10.0
296,7817,9.0
301,47,7.0
301,199,10.0
301,431,7.0
301,2476,3.0
301,4224,8.0
301,11887,7.0
301,16524,7.0
301,30276,7.0
316,11843,6.0
316,17895,6.0
316,28223,9.0
316,30296,8.0
316,30484,9.0
316,32615,6.0
316,32998,6.0
316,34134,6.0
316,34599,9.0
316,35847,7.0
316,36407,5.0
316,37349,6.0
316,37450,8.0
316,37510,10.0
316,37520,7.0
316,37779,7.0
316,37999,6.0
316,38000,7.0
326,11757,7.0
326,28223,9.0
326,30015,9.0
326,30831,10.0
326,34933,6.0
326,35790,9.0
326,36882,5.0
326,37349,7.0
326,37450,10.0
326,37999,9.0
326,38000,8.0
330,5081,7.0
330,30831,9.0
330,34382,4.0
330,35120,10.0
330,35849,9.0
330,37450,10.0
330,37520,9.0
330,37999,10.0
330,38000,10.0
330,38691,9.0
341,28623,6.0
341,34280,6.0
345,19815,6.0
345,20785,2.0
345,28121,8.0
345,30831,3.0
345,31240,10.0
345,32615,3.0
345,34497,7.0
345,35790,7.0
347,13601,9.0
347,14345,8.0
347,14741,9.0
347,20787,6.0
347,31859,10.0
355,5680,10.0
355,10165,10.0
355,35790,6.0
356,19,8.0
356,33,10.0
356,790,2.0
356,5680,4.0
356,18679,6.0
356,23289,6.0
356,32729,5.0
366,5680,5.0
366,34662,2.0
377,59,9.0
377,121,8.0
377,2167,8.0
377,3588,9.0
377,5680,9.0
377,7817,8.0
377,8861,8.0
377,9989,10.0
377,11617,9.0
377,12531,8.0
377,15051,9.0
377,16067,10.0
377,16742,9.0
377,18245,9.0
377,21995,8.0
377,22199,8.0
377,27775,8.0
377,32729,9.0
377,33352,10.0
377,34382,7.0
382,269,3.0
382,339,9.0
382,790,3.0
382,820,6.0
382,4181,4.0
382,7785,4.0
382,11757,3.0
382,14467,3.0
382,14741,10.0
382,16742,5.0
382,22135,8.0
382,30484,2.0
382,33352,4.0
382,34134,3.0
382,34497,10.0
382,35790,7.0
382,35839,4.0
382,35847,2.0
382,35849,10.0
382,36098,4.0
382,36474,2.0
382,37349,10.0
382,37450,4.0
382,37510,6.0
382,37520,3.0
382,37779,4.0
382,37999,9.0
382,38000,9.0
382,38691,1.0
411,1,10.0
411,820,8.0
411,849,9.0
411,2476,7.0
411,2904,6.0
411,5081,9.0
411,6594,9.0
411,9756,6.0
411,9989,4.0
411,10408,10.0
411,10620,3.0
411,10721,9.0
411,13601,7.0
415,199,8.0
415,205,9.0
415,237,7.0
415,431,7.0
415,853,9.0
415,1535,8.0
415,1575,9.0
415,2001,10.0
415,2025,8.0
415,2034,8.0
415,2251,8.0
415,2904,8.0
415,2966,8.0
420,9919,9.0
420,18507,9.0
421,1,10.0
421,20,7.0
421,30,9.0
421,32,10.0
421,121,9.0
421,150,10.0
421,226,8.0
421,269,8.0
421,339,10.0
421,849,9.0
421,934,9.0
421,1210,10.0
421,1530,10.0
421,1535,10.0
421,1575,8.0
421,1735,7.0
421,1818,9.0
421,2167,9.0
421,2236,9.0
421,2904,9.0
421,2924,10.0
421,2966,9.0
421,2993,6.0
421,3457,8.0
421,3588,8.0
421,5630,9.0
421,6347,7.0
421,12189,8.0
421,14075,7.0
442,30694,6.0
442,31646,8.0
442,32949,8.0
442,33352,9.0
442,33489,7.0
442,34599,8.0
442,34618,6.0
442,34822,9.0
442,34933,7.0
442,35076,4.0
442,35120,9.0
442,35203,1.0
442,35847,8.0
442,36038,8.0
442,37349,6.0
442,37779,8.0
450,820,9.0
450,918,7.0
450,11111,4.0
450,12189,6.0
450,16067,10.0
450,18245,9.0
450,19815,10.0
450,20787,7.0
450,22297,10.0
450,24765,9.0
450,25397,4.0
450,27775,8.0
450,28121,7.0
450,28171,9.0
450,28497,7.0
450,28999,6.0
450,30240,9.0
450,30296,7.0
450,30831,9.0
450,32438,4.0
450,32901,8.0
450,32949,9.0
450,33206,8.0
450,33487,5.0
450,33926,8.0
450,34280,6.0
450,34599,9.0
450,34933,5.0
450,37779,10.0
450,37999,9.0
450,38691,7.0
452,19315,1.0
452,32182,9.0
452,32949,3.0
452,34134,10.0
452,34822,9.0
452,35790,3.0
452,35847,9.0
452,36407,5.0
452,36474,8.0
452,37349,2.0
452,37450,10.0
452,37510,10.0
452,37520,10.0
452,37779,9.0
452,37999,9.0
452,38691,9.0
457,6114,9.0
457,10620,9.0
457,11617,8.0
457,11741,10.0
457,11757,6.0
457,11759,8.0
457,12189,9.0
457,12355,8.0
457,12445,9.0
457,12531,9.0
457,13601,8.0
457,13759,7.0
457,14075,8.0
457,14345,7.0
457,14467,5.0
457,14513,7.0
457,14741,9.0
457,14813,9.0
457,15037,6.0
457,15051,7.0
457,15085,3.0
457,15315,8.0
457,15583,6.0
457,16067,8.0
457,16524,8.0
457,16592,7.0
457,16742,9.0
457,17265,8.0
457,17513,2.0
457,17895,8.0
457,18153,5.0
457,18245,8.0
457,18897,7.0
457,19815,8.0
457,20583,9.0
457,20785,4.0
457,20787,4.0
457,21603,5.0
457,21881,6.0
457,21995,8.0
457,22135,9.0
457,22199,5.0
457,22297,9.0
457,22319,5.0
457,22729,7.0
457,22789,9.0
457,23281,5.0
457,23283,8.0
457,23289,8.0
457,24765,7.0
457,24833,8.0
457,25013,8.0
457,27775,7.0
457,27899,7.0
457,28121,7.0
457,28171,8.0
457,28223,9.0
457,28497,8.0
457,28623,5.0
457,28825,8.0
457,28999,5.0
457,29803,6.0
457,30123,8.0
457,30240,8.0
457,30276,8.0
457,30484,6.0
457,30831,8.0
457,31240,8.0
457,31646,9.0
457,31798,6.0
457,31859,7.0
457,31964,8.0
457,32182,9.0
457,32438,4.0
457,32615,7.0
457,32729,7.0
457,32949,6.0
457,32995,9.0
457,32998,8.0
457,33206,8.0
457,33352,8.0
457,33486,9.0
457,33487,4.0
457,33489,8.0
457,34134,4.0
457,34280,5.0
457,34382,4.0
457,34497,2.0
457,34561,5.0
457,34599,9.0
457,34618,8.0
457,34662,4.0
457,34933,4.0
457,35062,9.0
457,35076,5.0
457,35507,7.0
457,35790,4.0
457,35839,8.0
457,35847,7.0
457,35849,5.0
457,36027,2.0
457,36038,8.0
457,36407,3.0
457,36474,8.0
457,36882,2.0
457,37349,4.0
457,37450,9.0
457,37510,9.0
457,37520,9.0
457,37779,8.0
457,37999,9.0
457,38000,9.0
457,38691,9.0
461,199,9.0
461,227,8.0
461,1535,7.0
461,2476,1.0
461,2966,9.0
461,3588,7.0
461,4181,10.0
461,6347,8.0
461,8425,7.0
461,8861,5.0
461,9041,6.0
461,9756,9.0
461,9989,9.0
461,11111,6.0
461,11757,8.0
461,12355,9.0
461,13759,9.0
461,14741,8.0
461,15583,8.0
461,15809,8.0
461,16067,9.0
461,19815,9.0
461,20785,6.0
461,20787,6.0
461,21881,8.0
461,22789,8.0
461,23289,9.0
461,24833,8.0
461,25397,6.0
461,27775,7.0
461,28121,7.0
461,28171,6.0
461,28223,9.0
461,28825,7.0
461,28999,6.0
461,30015,7.0
461,30276,7.0
461,30296,5.0
461,30654,6.0
461,30831,8.0
461,31240,6.0
461,31646,7.0
461,31859,3.0
461,32729,3.0
461,32901,5.0
461,32949,7.0
461,33206,7.0
461,33352,7.0
461,33487,6.0
461,34134,5.0
461,34280,6.0
461,34618,7.0
461,34933,6.0
461,35062,6.0
461,35076,4.0
461,35790,5.0
461,36038,7.0
461,36474,7.0
461,36882,4.0
461,37450,8.0
461,37999,8.0
461,38000,8.0
462,431,10.0
462,853,10.0
462,2251,10.0
462,4224,9.0
462,5081,9.0
462,7724,8.0
462,11771,10.0
462,12445,7.0
462,22319,7.0
462,23289,8.0
462,27899,9.0
462,28497,7.0
462,28623,6.0
462,30276,8.0
462,32438,5.0
480,1530,10.0
480,5680,10.0
481,1,9.0
481,30,8.0
481,47,8.0
481,199,7.0
481,227,6.0
481,245,7.0
481,889,9.0
481,1575,8.0
481,2236,8.0
481,2251,8.0
481,2904,7.0
481,5081,8.0
481,5680,2.0
481,9253,10.0
481,9756,10.0
481,10087,9.0
481,10162,9.0
481,10165,9.0
481,10620,6.0
481,11111,7.0
481,11741,9.0
481,12355,8.0
481,15037,6.0
481,16742,7.0
481,18679,9.0
481,18897,4.0
481,24765,9.0
481,28121,6.0
481,28171,8.0
481,28223,9.0
481,28825,8.0
481,30015,8.0
481,30276,9.0
481,30831,8.0
481,31798,5.0
481,32438,3.0
481,32729,7.0
481,32949,7.0
481,33206,9.0
481,33489,9.0
481,34599,8.0
481,34933,7.0
482,101,9.0
482,5680,9.0
485,1,10.0
485,1575,10.0
485,1887,9.0
485,2251,10.0
485,2904,10.0
485,4224,10.0
485,5081,8.0
485,5680,7.0
485,6746,7.0
485,8074,8.0
485,9253,10.0
485,9989,9.0
485,11757,7.0
485,11887,8.0
485,18245,9.0
485,30484,10.0
490,5680,3.0
490,7311,10.0
490,30484,9.0
500,853,8.0
500,1195,10.0
500,1735,6.0
500,4224,9.0
500,6594,10.0
500,7817,9.0
500,8074,7.0
500,8525,8.0
500,9253,10.0
500,11887,8.0
500,14513,8.0
500,14813,9.0
500,16067,9.0
500,19815,8.0
500,20583,8.0
500,22135,9.0
500,23289,9.0
500,30015,3.0
500,30240,8.0
500,30654,8.0
500,30831,8.0
500,31964,9.0
507,101,10.0
507,226,8.0
507,431,10.0
507,934,10.0
507,2966,10.0
517,1,10.0
517,5680,6.0
517,8074,7.0
517,11617,7.0
517,11757,2.0
517,14741,8.0
517,19815,7.0
517,21881,5.0
517,22319,4.0
517,23281,8.0
517,23283,5.0
517,25013,9.0
517,27899,3.0
517,28223,8.0
520,5081,9.0
520,5680,3.0
520,8769,4.0
520,9253,9.0
520,9756,9.0
520,9989,8.0
520,10087,10.0
520,10162,9.0
520,10163,4.0
520,10793,4.0
522,59,2.0
522,150,7.0
522,849,8.0
522,889,8.0
522,1535,9.0
522,1575,9.0
522,2167,9.0
522,2904,9.0
522,5680,9.0
525,19,9.0
525,21,6.0
525,387,7.0
525,1292,8.0
525,1535,8.0
525,1818,7.0
525,1887,9.0
525,2251,10.0
525,2966,10.0
525,2993,7.0
525,5680,8.0
525,5681,6.0
525,10165,10.0
531,4224,10.0
531,8861,9.0
531,10719,8.0
531,14813,7.0
531,16742,9.0
531,30296,9.0
531,33206,8.0
531,33487,8.0
540,21,10.0
540,431,7.0
540,877,9.0
551,6,9.0
551,47,9.0
551,59,8.0
551,79,8.0
551,199,9.0
551,205,10.0
551,226,7.0
551,227,10.0
551,384,6.0
551,431,9.0
551,889,9.0
551,934,9.0
551,2167,9.0
551,2236,10.0
551,4181,10.0
551,4224,6.0
551,5114,10.0
551,5681,9.0
551,6347,8.0
551,8074,7.0
551,8861,3.0
551,9041,7.0
551,9919,9.0
551,9989,9.0
551,10719,8.0
551,11111,9.0
551,11617,9.0
551,11757,8.0
551,12355,10.0
551,12531,9.0
551,13601,9.0
551,14741,8.0
551,15037,7.0
551,15809,9.0
551,16067,8.0
551,19815,9.0
551,21881,8.0
551,22319,8.0
551,23281,8.0
551,24765,8.0
551,27899,6.0
551,28121,8.0
551,28223,9.0
551,28999,9.0
551,30276,10.0
551,30831,9.0
551,31240,8.0
551,31765,8.0
551,31964,9.0
551,32182,9.0
551,32281,10.0
551,32615,8.0
551,32729,8.0
551,32901,4.0
551,32949,8.0
551,33206,9.0
551,33352,9.0
551,33486,10.0
551,33487,6.0
551,33489,10.0
551,34280,7.0
551,34561,9.0
551,34599,10.0
551,34822,9.0
551,34933,7.0
551,35120,9.0
551,35203,3.0
551,35507,7.0
551,36027,5.0
551,36038,8.0
567,339,6.0
567,7054,9.0
567,11759,9.0
567,15085,3.0
567,21881,8.0
572,6,8.0
572,30,9.0
572,205,9.0
572,1535,9.0
572,1575,9.0
575,1,8.0
575,6,7.0
575,30,9.0
575,32,8.0
575,33,7.0
575,47,8.0
575,59,7.0
575,120,7.0
575,121,7.0
575,199,7.0
575,205,6.0
575,226,7.0
575,227,9.0
575,339,7.0
575,431,6.0
575,853,8.0
575,1210,9.0
575,1535,7.0
575,2001,7.0
575,2025,7.0
575,3588,8.0
575,4898,5.0
575,5630,6.0
575,6746,8.0
575,6880,4.0
575,9756,8.0
575,13601,6.0
575,18679,6.0
575,35120,5.0
592,1,10.0
592,20,9.0
592,30,9.0
592,199,10.0
592,226,8.0
592,237,8.0
592,269,7.0
592,356,7.0
592,392,8.0
592,813,9.0
592,1575,5.0
592,1604,8.0
592,1818,7.0
592,2251,7.0
592,3588,7.0
592,5114,10.0
592,5630,9.0
592,6746,9.0
592,6880,8.0
592,8074,8.0
592,9919,9.0
592,10087,7.0
592,10793,7.0
592,11757,10.0
592,13601,9.0
592,14075,9.0
592,14345,8.0
592,14467,7.0
592,14513,8.0
592,15315,8.0
595,226,8.0
595,934,9.0
595,2001,9.0
595,2476,5.0
595,8525,9.0
595,9756,10.0
595,11617,7.0
595,18679,8.0
595,22297,9.0
595,34240,9.0
595,35120,10.0
597,33,10.0
597,59,5.0
597,101,4.0
597,853,3.0
597,1530,2.0
597,5630,9.0
597,6880,3.0
597,9756,9.0
597,10408,7.0
597,11759,3.0
597,11843,9.0
597,12355,6.0
597,20785,3.0
601,6,9.0
601,33,9.0
601,47,8.0
601,2236,8.0
610,20,7.0
610,30,7.0
610,32,4.0
610,121,6.0
610,339,3.0
610,1735,3.0
610,5114,7.0
610,17513,1.0
610,30694,1.0
610,34134,8.0
620,5081,7.0
620,5630,6.0
620,5681,8.0
642,413,2.0
642,1530,10.0
642,2167,9.0
642,2924,10.0
642,4181,10.0
642,8425,9.0
642,9989,10.0
642,10165,9.0
642,11111,9.0
642,11757,8.0
642,11759,7.0
642,11843,8.0
642,12189,9.0
642,12445,8.0
642,13601,9.0
642,14467,6.0
642,14741,8.0
642,15085,4.0
645,245,9.0
645,777,9.0
645,918,9.0
651,30,5.0
651,121,9.0
651,918,9.0
651,5114,9.0
651,5681,8.0
651,6594,8.0
651,6880,6.0
651,7311,9.0
651,7724,8.0
651,8425,7.0
651,8525,7.0
651,9041,6.0
651,9253,8.0
651,9756,8.0
651,9919,6.0
651,9989,8.0
651,10087,9.0
651,10162,9.0
651,10793,6.0
651,11741,9.0
